"","graphite,cr","CO,g","CO2,g","CH4,g","H2,g","H2O,g","O2,g","ethane,g","propane,g"
"1",0,-17.8436811054082,-12.000285737991,3.00021638230074,-3.58986989084181,-3.49594860612493,-87.4970520492624,-3.44181181433534,-8.07000074116374
"2",0,-13.4134782390615,-8.22475401015376,3.00039324637264,-2.47589323714791,-1.81999421881551,-72.0655735938934,-2.62947334740308,-6.76879876913688
"3",0,-10.1705117905061,-5.47261906251078,3.00055935267046,-1.64364489765578,-0.586834501115418,-60.7779454478252,-2.04030119151378,-5.82237636249812
"4",0,-7.69912602347317,-3.38588938174127,2.99896324402725,-0.996456582488866,0.353686397276879,-52.1716124995043,-1.59632568714745,-5.10617844679827
"5",0,-5.75872636482925,-1.75923799420113,2.99446948575579,-0.478131752199454,1.08806804500527,-45.4021177831192,-1.25273118040358,-4.54855294414508
"6",0,-4.93878243838501,-1.0769051686943,2.98877466804239,-0.256896556739083,1.39450596981216,-42.5351000001506,-1.11274805688096,-4.3190409140878
"7",0,-4.20037295720179,-0.466075557141892,2.97878218070191,-0.057515691598728,1.66624304998058,-39.9481313639955,-0.99343504697872,-4.12077615272683
"8",0,-3.53267982783281,0.0824415292943215,2.96228643771523,0.121486101475528,1.90614980703947,-37.6034914572566,-0.896067365976854,-3.95494276668589
"9",0,-2.92675188953918,0.576258565022393,2.9364378226759,0.280821102847209,2.11610856577995,-35.4700162414962,-0.823251696087162,-3.82459406904942
"10",0,-2.69995852093045,0.759930933185688,2.92278511687973,0.33911160357547,2.19199710342563,-34.6697841671342,-0.801724444780773,-3.78327609198666
"11",0,-2.48141674927789,0.936240657533624,2.90607811728061,0.393866661202446,2.26292213881544,-33.8976704850752,-0.78616167856364,-3.75027466528588
"12",0,-2.27073216193036,1.10552438129194,2.88696240875965,0.44550357559457,2.32935428814078,-33.1523064887212,-0.775523036002034,-3.72418457221046
"13",0,-2.06753567085034,1.26809740592297,2.86533568993992,0.494059701347776,2.39138115113811,-32.4324121428213,-0.769894882677109,-3.70510408981515
"14",0,-1.87148149284915,1.42425539528941,2.83847585197961,0.538256977041908,2.44777209086179,-31.7367889762204,-0.773297814621985,-3.69837832612381
"15",0,-1.68224532101624,1.57427591717815,2.80798990878346,0.57897675924589,2.49945323527379,-31.0643136493663,-0.783262848283283,-3.70070064566576
"16",0,-1.49952266649662,1.71841984013003,2.77234060008265,0.615523585184297,2.54577148863095,-30.4139321228783,-0.802041246732957,-3.71505907095408
"17",0,-1.32302735233404,1.85693260128001,2.73052065463853,0.647462618049042,2.58633212070358,-29.7846543625515,-0.831092792045291,-3.74338720809362
"18",0,-1.15249014331038,1.99004535898752,2.68120985207077,0.67419852447251,2.62057782638068,-29.1755495240002,-0.872349943185077,-3.78824973188197
"19",0,-0.987657497624991,2.11797604237527,2.62263318221687,0.694904820610382,2.64771819009162,-28.5857415669165,-0.928430321255901,-3.8531256194227
"20",0,-0.828290427922846,2.24093030844925,2.55233818693469,0.708412852403027,2.66661884010392,-28.0144052548081,-1.00297051507459,-3.94285319826483
"21",0,-0.674163460622497,2.35910241622822,2.46683647357643,0.713032765205299,2.67562250623104,-27.460762501185,-1.10116357086357,-4.06434670986354
"22",0,-0.525063683757917,2.47267602621741,2.36101177915679,0.706257763767502,2.67225339609379,-26.9240790276282,-1.23064671489754,-4.22777991457182
"23",0,-0.380789874645336,2.58182493261874,2.22132524225648,0.681366973456352,2.64982017659745,-26.4036613030576,-1.41169327018953,-4.46017527074096
"24",0,-0.241151699652034,2.68671373483694,2.03608101921847,0.63255843262339,2.60254905450601,-25.8988537369284,-1.66181412526601,-4.78487249628489
"25",0,-0.105968979185395,2.78749845412046,1.76748682240939,0.540979523204163,2.51161428329271,-25.4090361020652,-2.03766671010736,-5.27740719641625
"26",0,0.0249289882353381,2.88432710053697,1.30697861422191,0.352389491538791,2.32280077511773,-24.9336211654678,-2.70206786367046,-6.1548613029889
"27",0,0.15170404831013,2.97734019492542,-0.0504751262602053,-0.285688276834752,1.68365644515182,-24.4720525077319,-4.71253731361007,-8.82725435175269
"28",0,0.274509764603179,3.06667124997728,NaN,NaN,NaN,-24.0238025137589,NaN,NaN
"29",0,0.393491947902056,3.15244721416134,NaN,NaN,NaN,-23.5883705192297,NaN,NaN
"30",0,0.675112005209728,3.35211219041881,NaN,NaN,NaN,-22.552807157337,NaN,NaN
"31",0,0.935669192700383,3.53203355101714,NaN,NaN,NaN,-21.5876386326738,NaN,NaN
"32",0,1.17692210789122,3.6937539142294,NaN,NaN,NaN,-20.6868460890603,NaN,NaN
"33",0,1.40043327914259,3.83864905218579,NaN,NaN,NaN,-19.8450900711514,NaN,NaN
"34",0,1.7971229696081,4.07769585740539,NaN,NaN,NaN,-18.3252470434194,NaN,NaN
"35",0,2.14942245512477,4.28598653525281,NaN,NaN,NaN,-16.9674010723093,NaN,NaN
